PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	5q31.1	5	134513486	rs13187289-G	rs13187289	13187289	intergenic_variant	0.2	2E-10	9.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3p12.1	3	86867732	rs7642134-A	rs7642134	7642134	intergenic_variant	0.38	4E-10	9.39794000867204
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	2q24.1	2	156240264	rs17188434-C	rs17188434	17188434	intron_variant	0.07	1E-09	9
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3q27.2	3	185911780	rs2002675-G	rs2002675	2002675	intergenic_variant	0.42	1E-09	9
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	8q21.13	8	77181601	rs7821178-A	rs7821178	7821178	intergenic_variant	0.34	3E-09	8.52287874528034
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	16p13.12	16	14294448	rs1659127-A	rs1659127	1659127	intergenic_variant	0.34	4E-09	8.39794000867204
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	19p13.11	19	18707093	rs10423674-A	rs10423674	10423674	intron_variant	0.35	6E-09	8.22184874961636
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	11q14.1	11	78384327	rs10899489-A	rs10899489	10899489	intron_variant	0.15	8E-09	8.09691001300806
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	14q32.2	14	100565880	rs6575793-C	rs6575793	6575793	intron_variant	0.42	1E-08	8
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	11p15.4	11	8617653	rs4929923-T	rs4929923	4929923	3_prime_UTR_variant	0.36	1E-08	8
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3q22.1	3	132891908	rs6439371-G	rs6439371	6439371	intergenic_variant	0.34	1E-08	8
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	11p15.3	11	13272358	rs900145-C	rs900145	900145	regulatory_region_variant	0.3	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3p21.31	3	50055776	rs6762477-G	rs6762477	6762477	intron_variant	0.44	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	2p25.3	2	614168	rs2947411-A	rs2947411	2947411	intergenic_variant	0.17	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	6q22.32	6	126446454	rs1361108-T	rs1361108	1361108	intron_variant	0.46	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	16q22.1	16	69554669	rs1364063-C	rs1364063	1364063	intergenic_variant	0.43	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	1q25.2	1	177883445	rs633715-C	rs633715	633715	intergenic_variant	0.2	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	6q16.2	6	99760562	rs4840086-G	rs4840086	4840086	intergenic_variant	0.42	2E-08	7.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3p21.31	3	49173299	rs7617480-A	rs7617480	7617480	intron_variant	0.22	3E-08	7.52287874528034
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	16q12.2	16	53786615	rs9939609-A	rs9939609	9939609	intron_variant	0.4	3E-08	7.52287874528034
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	20p12.1	20	17141948	rs852069-A	rs852069	852069	intergenic_variant	0.37	3E-08	7.52287874528034
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	5q31.2	5	138371626	rs757647-A	rs757647	757647	intron_variant	0.22	5E-08	7.30102999566398
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	13q34	13	111529090	rs9555810-G	rs9555810	9555810	intergenic_variant	0.28	6E-08	7.22184874961636
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	11p11.2	11	46031024	rs16938437-T	rs16938437	16938437	intron_variant	0.09	6E-08	7.22184874961636
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3q21.3	3	128176383	rs2687729-G	rs2687729	2687729	intron_variant	0.27	1E-07	7
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	19p13.2	19	9889646	rs1862471-G	rs1862471	1862471	intron_variant	0.47	2E-07	6.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	2q22.1	2	141470940	rs12472911-C	rs12472911	12472911	intron_variant	0.2	2E-07	6.69897000433602
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	3q27.1	3	184292260	rs3914188-G	rs3914188	3914188	3_prime_UTR_variant	0.27	3E-07	6.52287874528034
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	18q12.3	18	45376707	rs2243803-A	rs2243803	2243803	intron_variant	0.4	3E-07	6.52287874528034
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	15q22.2	15	60489314	rs3743266-C	rs3743266	3743266	3_prime_UTR_variant	0.32	8E-07	6.09691001300806
21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	15q23	15	67410569	rs7359257-A	rs7359257	7359257	intron_variant	0.45	2E-06	5.69897000433602
21113153	van der Zanden LF	2010-11-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21113153	Common variants in DGKK are strongly associated with risk of hypospadias.	Hypospadias	436 European ancestry cases, 494 European ancestry controls	Xp11.22	X	50439186	rs1934179-A	rs1934179	1934179	intron_variant	0.33	3E-21	20.5228787452803
21131975	Purdue MP	2010-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21131975	Genome-wide association study of renal cell carcinoma identifies two susceptibility loci on 2p21 and 11q13.3.	Renal cell carcinoma	3,772 European ancestry cases, 8,505 European ancestry controls	2p21	2	46310465	rs7579899-?	rs7579899	7579899	intron_variant	0.4	2E-09	8.69897000433602
21131975	Purdue MP	2010-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21131975	Genome-wide association study of renal cell carcinoma identifies two susceptibility loci on 2p21 and 11q13.3.	Renal cell carcinoma	3,772 European ancestry cases, 8,505 European ancestry controls	11q13.3	11	69424973	rs7105934-?	rs7105934	7105934	intergenic_variant	0.93	8E-14	13.0969100130081
21131975	Purdue MP	2010-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21131975	Genome-wide association study of renal cell carcinoma identifies two susceptibility loci on 2p21 and 11q13.3.	Renal cell carcinoma	3,772 European ancestry cases, 8,505 European ancestry controls	12q24.31	12	124836304	rs4765623-?	rs4765623	4765623	intron_variant	0.34	3E-08	7.52287874528034
20972438	Rothman N	2010-10-24	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European ancestry cases, 5,120 European ancestry controls	3q28	3	189928144	rs710521-A	rs710521	710521	regulatory_region_variant	0.73	2E-10	9.69897000433602
20972440	Houlston RS	2010-10-24	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	1q41	1	221991606	rs6687758-G	rs6687758	6687758	regulatory_region_variant	NR	2E-09	8.69897000433602
21151127	Melum E	2010-12-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21151127	Genome-wide association analysis in primary sclerosing cholangitis identifies two non-HLA susceptibility loci.	Primary sclerosing cholangitis	715 European ancestry cases, 2,962 European ancestry controls	3p21.31	3	49684099	rs3197999-?	rs3197999	3197999	missense_variant	0.28	1E-16	16
